selected_oewn_synset	surface	surface_key	mean_frequency	max_frequency	nonzero_years	year_start	year_end	corpus	smoothing	case_insensitive	query_url	status
oewn-03242119-n	top hat	top hat	4.34611160292e-07	5.58318017846e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03243757-n	dress suit	dress suit	4.03739675407e-08	7.32104184116e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03243757-n	tails	tails	4.24844938696e-06	4.76936344217e-06	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03245796-n	oil rig	oil rig	1.16047274745e-07	1.76419262865e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=l%2Cpipefitting%2Cpipe+fitting%2Cfilename%2Cfile+name%2Cseasnail%2Csea+snail%2Cwheatfield%2Cwheat+field%2Cdeathrate%2Cdeath+rate%2Cgrapevine%2Cgrape+vine%2Coilrig%2Coil+rig%2Csweet+pea%2Csweetpea%2Cannex%2Cannexe%2Cbluestem%2Cblue+stem%2Ccartouche%2Ccartouch%2Ccontainer+ship%2Ccontainership%2Cdry+dock%2Cdrydock%2Cfolk+song%2Cfolksong%2Cgold+threads%2Cthreads%2Cthread%2Cyarn%2Chind+limb%2Chindlimb%2Chot+pot%2Chotpot%2Cpaddlewheel%2Cpaddle+wheel%2Cpreu%C3%9Fen&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03245796-n	oilrig	oilrig	7.31088198591e-09	1.02968860105e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=l%2Cpipefitting%2Cpipe+fitting%2Cfilename%2Cfile+name%2Cseasnail%2Csea+snail%2Cwheatfield%2Cwheat+field%2Cdeathrate%2Cdeath+rate%2Cgrapevine%2Cgrape+vine%2Coilrig%2Coil+rig%2Csweet+pea%2Csweetpea%2Cannex%2Cannexe%2Cbluestem%2Cblue+stem%2Ccartouche%2Ccartouch%2Ccontainer+ship%2Ccontainership%2Cdry+dock%2Cdrydock%2Cfolk+song%2Cfolksong%2Cgold+threads%2Cthreads%2Cthread%2Cyarn%2Chind+limb%2Chindlimb%2Chot+pot%2Chotpot%2Cpaddlewheel%2Cpaddle+wheel%2Cpreu%C3%9Fen&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03246038-n	drinking fountain	drinking fountain	8.16873320289e-08	1.02352833733e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03246038-n	water fountain	water fountain	1.60524113711e-07	2.17732849285e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03256236-n	dry dock	dry dock	2.24313038392e-07	3.83231772452e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=l%2Cpipefitting%2Cpipe+fitting%2Cfilename%2Cfile+name%2Cseasnail%2Csea+snail%2Cwheatfield%2Cwheat+field%2Cdeathrate%2Cdeath+rate%2Cgrapevine%2Cgrape+vine%2Coilrig%2Coil+rig%2Csweet+pea%2Csweetpea%2Cannex%2Cannexe%2Cbluestem%2Cblue+stem%2Ccartouche%2Ccartouch%2Ccontainer+ship%2Ccontainership%2Cdry+dock%2Cdrydock%2Cfolk+song%2Cfolksong%2Cgold+threads%2Cthreads%2Cthread%2Cyarn%2Chind+limb%2Chindlimb%2Chot+pot%2Chotpot%2Cpaddlewheel%2Cpaddle+wheel%2Cpreu%C3%9Fen&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03256236-n	drydock	drydock	1.02907776437e-07	2.37813731825e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=l%2Cpipefitting%2Cpipe+fitting%2Cfilename%2Cfile+name%2Cseasnail%2Csea+snail%2Cwheatfield%2Cwheat+field%2Cdeathrate%2Cdeath+rate%2Cgrapevine%2Cgrape+vine%2Coilrig%2Coil+rig%2Csweet+pea%2Csweetpea%2Cannex%2Cannexe%2Cbluestem%2Cblue+stem%2Ccartouche%2Ccartouch%2Ccontainer+ship%2Ccontainership%2Cdry+dock%2Cdrydock%2Cfolk+song%2Cfolksong%2Cgold+threads%2Cthreads%2Cthread%2Cyarn%2Chind+limb%2Chindlimb%2Chot+pot%2Chotpot%2Cpaddlewheel%2Cpaddle+wheel%2Cpreu%C3%9Fen&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03258589-n	duffel	duffel	8.40962315704e-07	1.38231545732e-06	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03258589-n	duffel bag	duffel bag	4.4345675137e-07	7.5542179212e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03258589-n	duffle	duffle	2.72828360192e-07	4.52809621465e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03258589-n	duffle bag	duffle bag	1.43775733807e-07	2.44797027898e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03260869-n	dump truck	dump truck	1.43015914602e-07	1.84787500135e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03260869-n	tipper	tipper	2.19079454775e-07	4.21602505234e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03266479-n	earphone	earphone	1.02395657646e-07	1.66667890704e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03266479-n	earpiece	earpiece	3.36985461295e-07	5.64989035279e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03266479-n	headphone	headphone	1.7173814152e-07	2.33735304889e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03267635-n	easy chair	easy chair	3.88384291661e-07	5.08265016144e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03267635-n	lounge chair	lounge chair	1.91849700717e-07	2.99773504797e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03271409-n	egg cup	egg cup	1.74668498441e-08	2.72752182506e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=eggcup%2Cegg+cup%2Cfluidounce%2Cfluid+ounce%2Cpantie%2Cpanty%2Crose+hip%2Crosehip%2Cwater+bird%2Cwaterbird&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03271409-n	eggcup	eggcup	1.27148589348e-08	1.7926177355e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=eggcup%2Cegg+cup%2Cfluidounce%2Cfluid+ounce%2Cpantie%2Cpanty%2Crose+hip%2Crosehip%2Cwater+bird%2Cwaterbird&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03277721-n	electric meter	electric meter	2.65535738714e-08	3.6082565158e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03277721-n	power meter	power meter	6.81968435345e-08	1.05275205511e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03295682-n	entrance	entrance	2.76375570482e-05	3.27605387387e-05	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03295682-n	entranceway	entranceway	2.08648564617e-07	2.68642898982e-07	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03295682-n	entryway	entryway	6.87306673438e-07	1.058628885e-06	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03297121-n	epaulet	epaulet	2.19753220315e-08	3.36671889672e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03297121-n	epaulette	epaulette	2.88078568897e-08	3.85084639731e-08	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03308910-n	exit	exit	1.80694784387e-05	1.98472045296e-05	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03308910-n	way out	way out	8.99596764444e-06	1.25874308707e-05	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03311555-n	expressway	expressway	7.8917108774e-07	1.12054510562e-06	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03311555-n	freeway	freeway	2.03234924615e-06	3.04337103759e-06	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
oewn-03311555-n	pike	pike	3.97296646804e-06	4.83505993791e-06	20	2000	2019	26	0	true	https://books.google.com/ngrams/json?content=top+hat%2Cdress+suit%2Ctails%2Cdrinking+fountain%2Cwater+fountain%2Cduffel+bag%2Cduffle+bag%2Cduffel%2Cduffle%2Cdump+truck%2Ctipper%2Cearphone%2Cearpiece%2Cheadphone%2Ceasy+chair%2Clounge+chair%2Celectric+meter%2Cpower+meter%2Centrance%2Centranceway%2Centryway%2Cepaulet%2Cepaulette%2Cexit%2Cway+out%2Cexpressway%2Cfreeway%2Cpike%2Cfabric%2Ccloth%2Cfactory%2Cmill%2Cfake%2Csham%2Cfaucet%2Cspigot%2Cfeather+boa%2Cboa%2Cfedora%2Cfelt+hat&year_start=2000&year_end=2019&corpus=26&smoothing=0&case_insensitive=true	ok
